"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"75","rayyan-902924747","Loss of epigenetic modifications on the inactive X chromosome and sex-biased gene expression profiles in B cells from NZB/W F1 mice with lupus-like disease",2020,2,NA,"J Autoimmun","0896-8411 (Print) 0896-8411",107,NA,"102357","Syrett, C. M. and Sierra, I. and Beethem, Z. T. and Dubin, A. H. and Anguera, M. C.","",NA,NA,NA,"The mechanisms underlying the female-bias in autoimmunity are poorly understood. The contribution of genetic and epigenetic factors from the inactive X chromosome (Xi) are beginning to emerge as critical mediators of autoimmunity in females. Here, we ask how epigenetic features of the Xi change during disease development in B cells from the NZB/W F1 spontaneous mouse model of lupus, which is female-biased. We find that Xist RNA becomes increasingly mislocalized from the Xi with disease onset. While NZB/W F1 naïve B cells have H3K27me3 foci on the Xi, which are missing from healthy C57BL/6 and BALB/c mice, these foci are progressively lost in stimulated B cells during disease. Using single-molecule RNA FISH, we show that the X-linked gene Tlr7 is biallelically expressed in ~20% of NZB/W F1 B cells, and that the amount of biallelic expression does not change with disease. We also present sex-specific gene expression profiles for diseased NZB/W F1 B cells, and find female-specific upregulation of 20 genes, including the autoimmunity-related genes Cxcl13, Msr1, Igj, and Prdm1. Together, these studies provide important insight into the loss of epigenetic modifications from the Xi and changes with gene expression in a mouse model of female-biased SLE.","1095-9157 Syrett, Camille M Sierra, Isabel Beethem, Zachary T Dubin, Aimee H Anguera, Montserrat C F31 GM123604/GM/NIGMS NIH HHS/United States R01 AI134834/AI/NIAID NIH HHS/United States R21 AI124084/AI/NIAID NIH HHS/United States T32 AI055428/AI/NIAID NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, U.S. Gov't, Non-P.H.S. England 2019/11/30 J Autoimmun. 2020 Feb;107:102357. doi: 10.1016/j.jaut.2019.102357. Epub 2019 Nov 25.","10.1016/j.jaut.2019.102357","Animals;B-Lymphocytes/*immunology/*metabolism;Biomarkers;Computational Biology/methods;Disease Models, Animal;*Epigenesis, Genetic;Female;Gene Expression Regulation;In Situ Hybridization, Fluorescence;Lupus Erythematosus, Systemic/diagnosis/*etiology/*metabolism;Male;Mice;Mice, Inbred BALB C;Mice, Inbred NZB;Severity of Illness Index;Sex Factors;X Chromosome/*genetics;X Chromosome Inactivation/*genetics;B cells;Female-biased autoimmunity;H3K27me3;NZB/W F1 mice;Sex differences with gene expression;X-chromosome inactivation;Xist RNA;X Chromosome",NA,NA
"76","rayyan-902924748","Chromosomal and environmental contributions to sex differences in the vulnerability to neurological and neuropsychiatric disorders: Implications for therapeutic interventions",2022,9,12,"Prog Neurobiol","0301-0082",219,NA,"102353","Pallier, P. N. and Ferrara, M. and Romagnolo, F. and Ferretti, M. T. and Soreq, H. and Cerase, A.","",NA,NA,NA,"Neurological and neuropsychiatric disorders affect men and women differently. Multiple sclerosis, Alzheimer's disease, anxiety disorders, depression, meningiomas and late-onset schizophrenia affect women more frequently than men. By contrast, Parkinson's disease, autism spectrum condition, attention-deficit hyperactivity disorder, Tourette's syndrome, amyotrophic lateral sclerosis and early-onset schizophrenia are more prevalent in men. Women have been historically under-recruited or excluded from clinical trials, and most basic research uses male rodent cells or animals as disease models, rarely studying both sexes and factoring sex as a potential source of variation, resulting in a poor understanding of the underlying biological reasons for sex and gender differences in the development of such diseases. Putative pathophysiological contributors include hormones and epigenetics regulators but additional biological and non-biological influences may be at play. We review here the evidence for the underpinning role of the sex chromosome complement, X chromosome inactivation, and environmental and epigenetic regulators in sex differences in the vulnerability to brain disease. We conclude that there is a pressing need for a better understanding of the genetic, epigenetic and environmental mechanisms sustaining sex differences in such diseases, which is critical for developing a precision medicine approach based on sex-tailored prevention and treatment.","1873-5118 Pallier, Patrick N Ferrara, Maria Romagnolo, Francesca Ferretti, Maria Teresa Soreq, Hermona Cerase, Andrea Journal Article Review England 2022/09/14 Prog Neurobiol. 2022 Sep 12;219:102353. doi: 10.1016/j.pneurobio.2022.102353.","10.1016/j.pneurobio.2022.102353","Diet;Epigenetics;Gender medicine;Hormones;Inactive X chromosome (Xi);Mental disorders;Neuroinflammation;Neuropsychiatric diseases;Non-coding RNA regulators;Nutrition;Precision medicine;Schizophrenia;Sex chromosome complement;Stress;X chromosome inactivation (XCI);Sex Characteristics",NA,NA
"77","rayyan-902924749","Assessment of escape from X chromosome inactivation and gene expression in single human immune cells",2021,NA,NA,"STAR protocols","2666-1667",2,3,"100641","Hagen, S. H. and Hennesen, J. and Altfeld, M.","https://www.embase.com/search/results?subaction=viewrecord&id=L637578583&from=exporthttp://dx.doi.org/10.1016/j.xpro.2021.100641",NA,NA,NA,"X-chromosomal genes escaping from X chromosome inactivation (XCI) in immune cells can contribute to sex-specific differences in immune responses. This protocol describes the specific steps to determine escape from XCI and to simultaneously quantify mRNA expression of multiple genes at the single immune cell level using a single-nucleotide polymorphism approach. The protocol furthermore allows the analysis of allele-specific expression of X-chromosomal genes. For complete details on the use and execution of this protocol, please refer to Hagen et al. (2020).","L637578583 2022-03-29","10.1016/j.xpro.2021.100641","primer DNA;allele;cohort analysis;flow cytometry;gene expression;human;metabolism;mononuclear cell;procedures;single cell analysis;single nucleotide polymorphism;X chromosome inactivation;Humanities;Humanism;Humans;X Chromosome",NA,NA
"78","rayyan-902924750","X chromosome inactivation in the human placenta is patchy and distinct from adult tissues",2022,7,14,"HGG Adv","2666-2477",3,3,"100121","Phung, T. N. and Olney, K. C. and Pinto, B. J. and Silasi, M. and Perley, L. and O'Bryan, J. and Kliman, H. J. and Wilson, M. A.","",NA,NA,NA,"In humans, one of the X chromosomes in genetic females is inactivated by a process called X chromosome inactivation (XCI). Variation in XCI across the placenta may contribute to observed sex differences and variability in pregnancy outcomes. However, XCI has predominantly been studied in human adult tissues. Here, we sequenced and analyzed DNA and RNA from two locations from 30 full-term pregnancies. Implementing an allele-specific approach to examine XCI, we report evidence that XCI in the human placenta is patchy, with large patches of either maternal or paternal X chromosomes inactivated. Further, using similar measurements, we show that this is in contrast to adult tissues, which generally exhibit mosaic X inactivation, where bulk samples exhibit both maternal and paternal X chromosome expression. Further, by comparing skewed samples in placenta and adult tissues, we identify genes that are uniquely inactivated or expressed in the placenta compared with adult tissues, highlighting the need for tissue-specific maps of XCI.","2666-2477 Phung, Tanya N Olney, Kimberly C Pinto, Brendan J Silasi, Michelle Perley, Lauren O'Bryan, Jane Kliman, Harvey J Wilson, Melissa A Journal Article United States 2022/06/18 HGG Adv. 2022 May 23;3(3):100121. doi: 10.1016/j.xhgg.2022.100121. eCollection 2022 Jul 14.","10.1016/j.xhgg.2022.100121","Humanities;Humanism;Humans;X Chromosome;Placenta",NA,NA
"79","rayyan-902924751","YY1 binding association with sex-biased transcription revealed through X-linked transcript levels and allelic binding analyses",2016,NA,NA,"Scientific reports","2045-2322",6,NA,"37324","Chen, C. Y. and Shi, W. and Balaton, B. P. and Matthews, A. M. and Li, Y. and Arenillas, D. J. and Mathelier, A. and Itoh, M. and Kawaji, H. and Lassmann, T. and Hayashizaki, Y. and Carninci, P. and Forrest, A. R. and Brown, C. J. and Wasserman, W. W.","https://www.embase.com/search/results?subaction=viewrecord&id=L622294043&from=exporthttp://dx.doi.org/10.1038/srep37324",NA,NA,NA,"Sex differences in susceptibility and progression have been reported in numerous diseases. Female cells have two copies of the X chromosome with X-chromosome inactivation imparting mono-allelic gene silencing for dosage compensation. However, a subset of genes, named escapees, escape silencing and are transcribed bi-allelically resulting in sexual dimorphism. Here we conducted in silico analyses of the sexes using human datasets to gain perspectives into such regulation. We identified transcription start sites of escapees (escTSSs) based on higher transcription levels in female cells using FANTOM5 CAGE data. Significant over-representations of YY1 transcription factor binding motif and ChIP-seq peaks around escTSSs highlighted its positive association with escapees. Furthermore, YY1 occupancy is significantly biased towards the inactive X (Xi) at long non-coding RNA loci that are frequent contacts of Xi-specific superloops. Our study suggests a role for YY1 in transcriptional activity on Xi in general through sequence-specific binding, and its involvement at superloop anchors.","L622294043 2018-05-29","10.1038/srep37324","long untranslated RNA;protein binding;transcription factor YY1;XIST non-coding RNA;allele;allelic imbalance;binding site;cell line;computer simulation;female;genetic transcription;genetics;human;male;metabolism;sex factor;transcription initiation site;X chromosomal inheritance;X chromosome inactivation;Alleles;Bias (Epidemiology)",NA,NA
"80","rayyan-902924752","Characterization of the promoter region of the mouse Xist gene",1995,NA,NA,"Proceedings of the National Academy of Sciences of the United States of America","0027-8424",92,26,"12515-12519","Pillet, N. and Bonny, C. and Schorderet, D. F.","https://www.embase.com/search/results?subaction=viewrecord&id=L26014100&from=exporthttp://dx.doi.org/10.1073/pnas.92.26.12515",NA,NA,NA,"The mouse Xist gene is expressed exclusively from the inactive X chromosome and may be implicated in initiating X inactivation. To better understand the mechanisms underlying the control of Xist expression, we investigated the upstream regulatory region of the mouse Xist promoter. A 1.2-kb upstream region of the Xist gene was sequenced and promoter activity was studied by chloramphenicol acetyltransferase (CAT) assays after transfection in murine XX and XY cell lines. The region analyzed (-1157 to +917) showed no in vitro sex-specific promoter activity. However, a minimal constitutional promoter was assigned to a region from -81 to +1, and a cis element from -41 to -15 regulates promoter activity. We showed that a nuclear factor binds to an element located at -30 to -25 (TTAAAG). A second sequence at -41 to -15 does not act as an enhancer and is unable to confer transcriptional activity to the Xist gene on its own. A third region from - 82 to -41 is needed for correct expression. Deletion of the segment -441 to - 231 is associated with an increase in CAT activity and may represent a silencer element.","L26014100 1996-01-22","10.1073/pnas.92.26.12515","animal cell;article;gene control;gene expression regulation;gene mapping;gene repression;mouse;nonhuman;priority journal;promoter region;transcription regulation;X chromosome;Mice;Promoter Regions, Genetic",NA,NA
"81","rayyan-902924753","Sexual congruency in the connectome and translatome of VTA dopamine neurons",2017,NA,NA,"Scientific reports","2045-2322",7,1,"11120","Chung, A. S. and Miller, S. M. and Sun, Y. and Xu, X. and Zweifel, L. S.","https://www.embase.com/search/results?subaction=viewrecord&id=L627194903&from=exporthttp://dx.doi.org/10.1038/s41598-017-11478-5",NA,NA,NA,"The ventral tegmental area (VTA) dopamine system is important for reward, motivation, emotion, learning, and memory. Dysfunctions in the dopamine system are linked to multiple neurological and neuropsychiatric disorders, many of which present with sex differences. Little is known about the extent of heterogeneity in the basic organization of VTA dopamine neurons with regard to sex. Here, we characterized the cell-specific connectivity of VTA dopamine neurons, their mRNA translational profile, and basic electrophysiological characteristics in a common strain of mice. We found no major differences in these metrics, except for differential expression of a Y-chromosome associated mRNA transcript, Eif2s3y, and the X-linked, X-inactivation transcript Xist. Of note, Xist transcript was significantly enriched in dopamine neurons, suggesting tight regulation of X-linked gene expression to ensure sexual congruency. These data indicate that the features that make dopamine neurons unique are highly concordant and not a principal source of sexual dimorphism.","L627194903 2019-04-18 2019-07-05","10.1038/s41598-017-11478-5","biological marker;animal;biology;connectome;dopaminergic nerve cell;electrophysiology;female;fluorescent antibody technique;gene expression profiling;immunohistochemistry;male;metabolism;mouse;physiology;sex factor;transgenic mouse;ventral tegmentum;Dopamine",NA,NA
"82","rayyan-902924754","Early X chromosome inactivation during human preimplantation development revealed by single-cell RNA-sequencing",2017,NA,NA,"Scientific reports","2045-2322",7,1,"10794","Moreira de Mello, J. C. and Fernandes, G. R. and Vibranovski, M. D. and Pereira, L. V.","https://www.embase.com/search/results?subaction=viewrecord&id=L626197881&from=exporthttp://dx.doi.org/10.1038/s41598-017-11044-z",NA,NA,NA,"In female mammals, one X chromosome is transcriptionally inactivated (XCI), leading to dosage compensation between sexes, fundamental for embryo viability. A previous study using single-cell RNA-sequencing (scRNA-seq) data proposed that female human preimplantation embryos achieve dosage compensation by downregulating both Xs, a phenomenon named dampening of X expression. Using a novel pipeline on those data, we identified a decrease in the proportion of biallelically expressed X-linked genes during development, consistent with XCI. Moreover, we show that while the expression sum of biallelically expressed X-linked genes decreases with embryonic development, their median expression remains constant, rejecting the hypothesis of X dampening. In addition, analyses of a different dataset of scRNA-seq suggest the appearance of X-linked monoallelic expression by the late blastocyst stage in females, another hallmark of initiation of XCI. Finally, we addressed the issue of dosage compensation between the single active X and autosomes in males and females for the first time during human preimplantation development, showing emergence of X to autosome dosage compensation by the upregulation of the active X chromosome in both male and female embryonic stem cells. Our results show compelling evidence of an early process of X chromosome inactivation during human preimplantation development.","L626197881 2019-02-08 2019-06-07","10.1038/s41598-017-11044-z","allele;biology;blastocyst;embryo development;female;gene expression;gene expression profiling;genetic database;genetics;high throughput sequencing;human;male;mammalian embryo;metabolism;molecular genetics;procedures;sex factor;single cell analysis;single nucleotide polymorphism;X chromosomal inheritance;X chromosome inactivation;Humanities;Humanism;Humans;Base Sequence",NA,NA
"83","rayyan-902924755","Dosage compensation and DNA methylation landscape of the X chromosome in mouse liver",2018,NA,NA,"Scientific reports","2045-2322",8,1,"10138","Duncan, C. G. and Grimm, S. A. and Morgan, D. L. and Bushel, P. R. and Bennett, B. D. and Roberts, J. D. and Tyson, F. L. and Merrick, B. A. and Wade, P. A.","https://www.embase.com/search/results?subaction=viewrecord&id=L627152432&from=exporthttp://dx.doi.org/10.1038/s41598-018-28356-3",NA,NA,NA,"DNA methylation plays a key role in X-chromosome inactivation (XCI), a process that achieves dosage compensation for X-encoded gene products between mammalian female and male cells. However, differential sex chromosome dosage complicates genome-wide epigenomic assessments, and the X chromosome is frequently excluded from female-to-male comparative analyses. Using the X chromosome in the sexually dimorphic mouse liver as a model, we provide a general framework for comparing base-resolution DNA methylation patterns across samples that have different chromosome numbers and ask at a systematic level if predictions by historical analyses of X-linked DNA methylation hold true at a base-resolution chromosome-wide level. We demonstrate that sex-specific methylation patterns on the X chromosome largely reflect the effects of XCI. While our observations concur with longstanding observations of XCI at promoter-proximal CpG islands, we provide evidence that sex-specific DNA methylation differences are not limited to CpG island boundaries. Moreover, these data support a model in which maintenance of CpG islands in the inactive state does not require complete regional methylation. Further, we validate an intragenic non-CpG methylation signature in genes escaping XCI in mouse liver. Our analyses provide insight into underlying methylation patterns that should be considered when assessing sex differences in genome-wide methylation analyses.","L627152432 2019-04-16 2019-10-22","10.1038/s41598-018-28356-3","animal;C57BL mouse;CpG island;DNA methylation;female;genetics;liver;male;metabolism;mouse;X chromosome;X chromosome inactivation;DNA (Cytosine-5-)-Methyltransferase;X Chromosome;Methylation;Liver",NA,NA
"84","rayyan-902924756","Evaluation of sex-specific gene expression in archived dried blood spots (DBS)",2012,NA,NA,"International Journal of Molecular Sciences","1422-0067 1661-6596",13,8,"9599-9608","Resau, J. H. and Ho, N. T. and Dykema, K. and Faber, M. S. and Busik, J. V. and Nickolov, R. Z. and Furge, K. A. and Paneth, N. and Jewell, S. and Khoo, S. K.","https://www.embase.com/search/results?subaction=viewrecord&id=L365442288&from=exporthttp://dx.doi.org/10.3390/ijms13089599",NA,NA,NA,"Screening newborns for treatable serious conditions is mandated in all US states and many other countries. After screening, Guthrie cards with residual blood (whole spots or portions of spots) are typically stored at ambient temperature in many facilities. The potential of archived dried blood spots (DBS) for at-birth molecular studies in epidemiological and clinical research is substantial. However, it is also challenging as analytes from DBS may be degraded due to preparation and storage conditions. We previously reported an improved assay for obtaining global RNA gene expression from blood spots. Here, we evaluated sex-specific gene expression and its preservation in DBS using oligonucleotide microarray technology. We found X inactivation-specific transcript (XIST), lysine-specific demethylase 5D (KDM5D) (also known as selected cDNA on Y, homolog of mouse (SMCY)), uncharacterized LOC729444 (LOC729444), and testis-specific transcript, Y-linked 21 (TTTY21) to be differentially-expressed by sex of the newborn. Our finding that trait-specific RNA gene expression is preserved in unfrozen DBS, demonstrates the technical feasibility of performing molecular genetic profiling using such samples. With millions of DBS potentially available for research, we see new opportunities in using newborn molecular gene expression to better understand molecular pathogenesis of perinatal diseases. © 2012 by the authors; licensee MDPI, Basel, Switzerland.","L365442288 2012-08-22 2012-08-30","10.3390/ijms13089599","RNA;article;DNA microarray;dried blood spot testing;feasibility study;female;gender;gene expression;gene expression profiling;genetic trait;human;KDM5D gene;LOC729444 gene;male;molecular genetics;newborn;preservation;RNA gene;sex specific gene expression;TTTY21 gene;X chromosome inactivation;xist gene;Gene Expression",NA,NA
"85","rayyan-902924757","A model system for study of sex chromosome effects on sexually dimorphic neural and behavioral traits",2002,10,15,"Journal of Neuroscience","0270-6474 1529-2401 J9 - J NEUROSCI",22,20,"9005-9014","De Vries, G. J. and Rissman, E. F. and Simerly, R. B. and Yang, L. Y. and Scordalakes, E. M. and Auger, C. J. and Swain, A. and Lovell-Badge, R. and Burgoyne, P. S. and Arnold, A. P.","",NA,NA,NA,"We tested the hypothesis that genes encoded on the sex chromosomes play a direct role in sexual differentiation of brain and behavior. We used mice in which the testis-determining gene (Sry) was moved from the Y chromosome to an autosome (by deletion of Sry from the Y and subsequent insertion of an Sry transgene onto an autosome), so that the determination of testis development occurred independently of the complement of X or Y chromosomes. We compared XX and XY mice with ovaries (females) and XX and XY mice with testes (males). These comparisons allowed us to assess the effect of sex chromosome complement (XX vs XY) independent of gonadal status (testes vs ovaries) on sexually dimorphic neural and behavioral phenotypes. The phenotypes included measures of male copulatory behavior, social exploration behavior, and sexually dimorphic neuroanatomical structures in the septum, hypothalamus, and lumbar spinal cord. Most of the sexually dimorphic phenotypes correlated with the presence of ovaries or testes and therefore reflect the hormonal output of the gonads. We found, however, that both male and female mice with XY sex chromosomes were more masculine than XX mice in the density of vasopressin-immunoreactive fibers in the lateral septum. Moreover, two male groups differing only in the form of their Sry gene showed differences in behavior. The results show that sex chromosome genes contribute directly to the development of a sex difference in the brain.","Times Cited in Web of Science Core Collection: 369 Total Times Cited: 371 Cited Reference Count: 84","","Y chromosome;X chromosome;sexual differentiation;lateral septum;androgens;sex chromosome;Sry;sex determination;MOUSE Y-CHROMOSOME;ESTROGEN-RECEPTOR-ALPHA;NEURONAL FOS RESPONSES;FEMALE MICE;VASOPRESSIN INNERVATION;INTERMALE AGGRESSION;DOPAMINERGIC-NEURONS;X-INACTIVATION;MOTOR NUCLEUS;COLOR-VISION;Sex Chromosomes",NA,NA
"86","rayyan-902924758","Handedness and the X chromosome: the role of androgen receptor CAG-repeat length",2015,NA,NA,"Scientific reports","2045-2322",5,NA,"8325","Arning, L. and Ocklenburg, S. and Schulz, S. and Ness, V. and Gerding, W. M. and Hengstler, J. G. and Falkenstein, M. and Epplen, J. T. and Güntürkün, O. and Beste, C.","https://www.embase.com/search/results?subaction=viewrecord&id=L609440094&from=exporthttp://dx.doi.org/10.1038/srep08325",NA,NA,NA,"Prenatal androgen exposure has been suggested to be one of the factors influencing handedness, making the androgen receptor gene (AR) a likely candidate gene for individual differences in handedness. Here, we examined the relationship between the length of the CAG-repeat in AR and different handedness phenotypes in a sample of healthy adults of both sexes (n = 1057). Since AR is located on the X chromosome, statistical analyses in women heterozygous for CAG-repeat lengths are complicated by X chromosome inactivation. We thus analyzed a sample of women that were homozygous for the CAG-repeat length (n = 77). Mixed-handedness in men was significantly associated with longer CAG-repeat blocks and women homozygous for longer CAG-repeats showed a tendency for stronger left-handedness. These results suggest that handedness in both sexes is associated with the AR CAG-repeat length, with longer repeats being related to a higher incidence of non-right-handedness. Since longer CAG-repeat blocks have been linked to less efficient AR function, these results implicate that differences in AR signaling in the developing brain might be one of the factors that determine individual differences in brain lateralization.","L609440094 2016-04-07","10.1038/srep08325","androgen receptor;adolescent;adult;aged;female;genetics;genotype;hemispheric dominance;human;male;middle aged;phenotype;sex difference;trinucleotide repeat;very elderly;X chromosome;young adult;Functional Laterality;X Chromosome;Receptors, Androgen",NA,NA
"87","rayyan-902924759","An N-ethyl-N-nitrosourea screen for genes involved in variegation in the mouse",2005,NA,NA,"Proceedings of the National Academy of Sciences of the United States of America","0027-8424",102,21,"7629-7634","Blewitt, M. E. and Vickaryous, N. K. and Hemley, S. J. and Ashe, A. and Bruxner, T. J. and Preis, J. I. and Arkell, R. and Whitelaw, E.","https://www.embase.com/search/results?subaction=viewrecord&id=L40741022&from=exporthttp://dx.doi.org/10.1073/pnas.0409375102",NA,NA,NA,"We have developed a sensitized screen to identify genes involved in gene silencing, using random N-ethyl-N-nitrosourea mutagenesis on mice carrying a variegating GFP transgene. The dominant screen has produced six mutant lines, including both suppressors and enhancers of variegation. All are semidominant and five of the six are homozygous embryonic lethal. In one case, the homozygous lethality depends on sex: homozygous females die at midgestation and display abnormal DNA methylation of the X chromosome, whereas homozygous males are viable. Linkage analysis reveals that the mutations map to unique chromosomal locations. We have studied the effect of five of the mutations on expression of an endogenous allele known to be sensitive to epigenetic state, agouti viable yellow. In all cases, there is an effect on penetrance, and in most cases, parent of origin and sex-specific effects are detected. This screen has identified genes that are involved in epigenetic reprogramming of the genome, and the behavior of the mutant lines suggests a common mechanism between X inactivation and transgene and retrotransposon silencing. Our findings raise the possibility that the presence or absence of the X chromosome in mammals affects the establishment of the epigenetic state at autosomal loci by acting as a sink for proteins involved in gene silencing. The study demonstrates the power of sensitized screens in the mouse not only for the discovery of novel genes involved in a particular process but also for the elucidation of the biology of that process. © 2005 by The National Academy of Sciences of the USA.","L40741022 2005-06-19","10.1073/pnas.0409375102","ethylnitrosourea;animal experiment;article;DNA methylation;epigenetics;female;gene expression;gene identification;gene silencing;genetic screening;genome;lethality;linkage analysis;mouse;mutagenesis;nonhuman;position effect variegation;priority journal;retroposon;transgene;X chromosome;X chromosome inactivation;Mice",NA,NA
"88","rayyan-902924760","Sex-chromosome dosage effects on gene expression in humans",2018,7,10,"Proceedings of the National Academy of Sciences of the United States of America","0027-8424 J9 - P NATL ACAD SCI USA",115,28,"7398-7403","Raznahan, A. and Parikshak, N. N. and Chandran, V. and Blumenthal, J. D. and Clasen, L. S. and Alexander-Bloch, A. F. and Zinn, A. R. and Wangsa, D. and Wise, J. and Murphy, D. G. M. and Bolton, P. F. and Ried, T. and Ross, J. and Giedd, J. N. and Geschwind, D. H.","",NA,NA,NA,"A fundamental question in the biology of sex differences has eluded direct study in humans: How does sex-chromosome dosage (SCD) shape genome function? To address this, we developed a systematic map of SCD effects on gene function by analyzing genome-wide expression data in humans with diverse sex-chromosome aneuploidies (XO, XXX, XXY, XYY, and XXYY). For sex chromosomes, we demonstrate a pattern of obligate dosage sensitivity among evolutionarily preserved X-Y homologs and update prevailing theoretical models for SCD compensation by detecting X-linked genes that increase expression with decreasing X-and/or Y-chromosome dosage. We further show that SCD-sensitive sex-chromosome genes regulate specific coexpression networks of SCD-sensitive autosomal genes with critical cellular functions and a demonstrable potential to mediate previously documented SCD effects on disease. These gene coexpression results converge with analysis of transcription factor binding site enrichment and measures of gene expression in murine knockout models to spotlight the dosage-sensitive X-linked transcription factor ZFX as a key mediator of SCD effects on wider genome expression. Our findings characterize the effects of SCD broadly across the genome, with potential implications for human phenotypic variation.","Times Cited in Web of Science Core Collection: 72 Total Times Cited: 72 Cited Reference Count: 32","10.1073/pnas.1802889115","sex chromosomes;X-inactivation;sex differences;Turner syndrome;Klinefelter syndrome;X-CHROMOSOME;Y-CHROMOSOMES;ZFX CONTROLS;INACTIVATION;COMPENSATION;TISSUES;SYSTEMS;Humanities;Humanism;Humans;Gene Expression;Sex Chromosomes",NA,NA
"89","rayyan-902924761","Is human X chromosome inactivation a sex-determining device?",1985,NA,NA,"Proceedings of the National Academy of Sciences of the United States of America","0027-8424",82,20,"6947-6949","Chandra, H. S.","https://www.embase.com/search/results?subaction=viewrecord&id=L16209671&from=exporthttp://dx.doi.org/10.1073/pnas.82.20.6947",NA,NA,NA,"The evolutionary function of X chromosome inactivation is thought to be dosage compensation. However, there is, at present, little evidence to suggest that most X chromosome-linked genes require such compensation. Another view - that X chromosome inactivation may be related to sex determination - is examined here. Consider a hypothetical DNA sequence regulating a major structural gene concerned with the determination of maleness. If this regulatory sequence occurs in both X and Y chromosomes and if its copy number in the Y chromosome is significantly greater than in the X chromosome, then the male-determining properties of the Y chromosome could be attributed to this higher copy number. On the other hand, if the Y chromosome has the same copy number of this sequence as the X chromosome, it is difficult to see how determination of two sexes would occur under such circumstances because XX and XY genomes would then be indistinguishable in this regard. Such a situation seems to occur in the human species with respect to the banded krait minor satellite, a repetitious DNA sequence associated with sex determination. This apparent difficulty may be resolved if X chromosome inactivation renders regulatory as well as structural genes nonfunctional and thereby brings about a significant reduction in the effective copy number of X chromosome-linked DNA sequences concerned with sex determination. It is suggested that X chromosome inactivation brings about, in this manner, a critical inequality between XX and XY embryos and that sex determination in humans is a consequence of this inequality. An analogous situation appears to exist in certain insects in which inactivation of a haploid set of chromosomes (and presumably, therefore, a 50% reduction in the effective copy number of most genes) is associated with maleness. If this line of reasoning is correct, it would suggest that sex determination may be the primary function of X chromosome inactivation.","L16209671 1986-04-02","10.1073/pnas.82.20.6947","age;developmental genetics;embryo;female genital system;gene expression regulation;heredity;heterochromatin;human;male genital system;mammal;normal human;priority journal;sex determination;sex difference;theoretical study;X chromosome;X chromosome inactivation;Humanities;Humanism;Humans;Chromosomes, Human, X;X Chromosome",NA,NA
"90","rayyan-902924762","Inflammatory serum factors from aortic valve stenosis patients modulate sex differences in valvular myofibroblast activation and osteoblast-like differentiation",2022,11,8,"Biomaterials Science","2047-4830 2047-4849 J9 - BIOMATER SCI-UK",10,22,"6341-6353","Vogt, B. J. and Peters, D. K. and Anseth, K. S. and Aguado, B. A.","",NA,NA,NA,"Aortic valve stenosis (AVS) is a sexually dimorphic cardiovascular disease that is driven by fibrosis and calcification of the aortic valve leaflets. Circulating inflammatory factors present in serum from AVS patients contribute to sex differences in valve fibro-calcification by driving the activation of valvular interstitial cells (VICs) to myofibroblasts and/or osteoblast-like cells. However, the molecular mechanisms by which inflammatory factors contribute to sex-specific valve fibro-calcification remain largely unknown. In this study, we identified inflammatory factors present in serum samples from AVS patients that regulate sex-specific myofibroblast activation and osteoblast-like differentiation. After correlating serum proteomic datasets with clinical and in vitro myofibroblast datasets, we identified annexin A2 and cystatin C as candidate inflammatory factors that correlate with both AVS patient severity and myofibroblast activation measurements in vitro. Validation experiments utilizing hydrogel biomaterials as cell culture platforms that mimic the valve extracellular matrix confirmed that annexin A2 and cystatin C promote sex-specific VIC activation to myofibroblasts via p38 MAPK signaling. Additionally, annexin A2 and cystatin C increase osteoblast-like differentiation primarily in male VICs. Our results implicate serum inflammatory factors as potential AVS biomarkers that also contribute to sexually dimorphic AVS progression by driving VIC myofibroblast activation and/or osteoblast-like differentiation. Collectively, the results herein further our overall understanding as to how biological sex may impact inflammation-driven AVS and may lead to the development of sex-specific drug treatment strategies.","Times Cited in Web of Science Core Collection: 1 Total Times Cited: 1 Cited Reference Count: 77","10.1039/d2bm00844k","x-chromosome inactivation;cystatin-c concentration;annexin a2;replacement;disease;expression;calcification;metaanalysis;fibroblasts;macrophages;Sex Characteristics;Aortic Valve;Osteoblasts",NA,NA
